tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,customer_plan
593,2014-12-27 10:58:17,2014-12-27 11:08:10,445,E 10 St & Avenue A,40.72740794,-73.98142006,265,Stanton St & Chrystie St,40.72229346,-73.99147535,15526,Subscriber,1997,female,""
796,2016-01-12 16:19:07,2016-01-12 16:32:23,223,W 13 St & 7 Ave,40.73781509,-73.99994661,2003,1 Ave & E 18 St,40.733812191966315,-73.980544209480286,16466,Subscriber,1998,female,""
1295,2014-08-25 09:33:52,2014-08-25 09:55:27,342,Columbia St & Rivington St,40.71739973,-73.98016555,224,Spruce St & Nassau St,40.71146364,-74.00552427,21317,Subscriber,1942,male,""
165,2018-05-09 09:11:29.481,2018-05-09 09:14:15.133,3424,E 106 St & Lexington Ave,40.791976,-73.945993,3379,E 103 St & Lexington Ave,40.7903051,-73.94755757,17042,Subscriber,1932,female,""
544,2017-06-27 16:55:28,2017-06-27 17:04:33,3382,Carroll St & Smith St,40.680611,-73.99475825,3342,Pioneer St & Richards St,40.6777748,-74.0094613,18118,Subscriber,1949,male,""
319,2018-04-20 18:45:59.618,2018-04-20 18:51:18.856,3242,Schermerhorn St & Court St,40.691029256779679,-73.991833627223969,406,Hicks St & Montague St,40.69512845,-73.99595065,27464,Subscriber,1952,male,""
654,2017-06-20 18:16:04,2017-06-20 18:26:59,330,Reade St & Broadway,40.71450451,-74.00562789,347,Greenwich St & W Houston St,40.728846,-74.008591,16233,Subscriber,1951,male,""
2987,2018-05-21 18:09:55.633,2018-05-21 18:59:43.189,518,E 39 St & 2 Ave,40.74780373,-73.9734419,518,E 39 St & 2 Ave,40.74780373,-73.9734419,19837,Subscriber,1900,male,""
946,2013-10-03 15:13:03,2013-10-03 15:28:49,305,E 58 St & 3 Ave,40.76095756,-73.96724467,2003,1 Ave & E 18 St,40.73416059,-73.98024289,18872,Subscriber,1996,female,""
693,2013-07-02 09:39:06,2013-07-02 09:50:39,533,Broadway & W 39 St,40.75299641,-73.98721619,474,5 Ave & E 29 St,40.7451677,-73.98683077,15022,Subscriber,1948,male,""
2132,2014-05-13 17:22:50,2014-05-13 17:58:22,494,W 26 St & 8 Ave,40.74734825,-73.99723551,494,W 26 St & 8 Ave,40.74734825,-73.99723551,16981,Subscriber,1952,male,""
896,2016-03-11 21:47:54,2016-03-11 22:02:51,401,Allen St & Rivington St,40.72019576,-73.98997825,331,Pike St & Monroe St,40.71173107,-73.99193043,23183,Subscriber,1996,male,""
234,2018-01-21 14:05:20.642,2018-01-21 14:09:14.725,265,Stanton St & Chrystie St,40.72229346,-73.99147535,301,E 2 St & Avenue B,40.72217444,-73.98368779,32083,Subscriber,1996,male,""
366,2015-08-12 18:09:58,2015-08-12 18:16:04,224,Spruce St & Nassau St,40.71146364,-74.00552427,408,Market St & Cherry St,40.71076228,-73.99400398,18082,Subscriber,1940,female,""
334,2017-09-26 20:23:58,2017-09-26 20:29:33,3226,W 82 St & Central Park West,40.78275,-73.97137,3177,W 84 St & Broadway,40.7867947,-73.977112,30835,Subscriber,1950,male,""
724,2017-04-07 13:29:14,2017-04-07 13:41:19,2012,E 27 St & 1 Ave,40.739445,-73.976806,492,W 33 St & 7 Ave,40.75019995,-73.99093085,21446,Subscriber,1949,male,""
249,2017-08-15 19:14:52,2017-08-15 19:19:02,3294,E 91 St & Park Ave,40.7835016,-73.955327,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,28013,Subscriber,1997,male,""
534,2015-02-04 14:19:00,2015-02-04 14:28:00,491,E 24 St & Park Ave S,40.74096374,-73.98602213,2012,E 27 St & 1 Ave,40.739445,-73.976806,17379,Subscriber,1950,male,""
316,2015-06-05 18:14:00,2015-06-05 18:19:00,428,E 3 St & 1 Ave,40.72467721,-73.98783413,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,16364,Subscriber,1996,female,""
743,2015-04-27 14:37:13,2015-04-27 14:49:36,247,Perry St & Bleecker St,40.73535398,-74.00483091,494,W 26 St & 8 Ave,40.74734825,-73.99723551,15190,Subscriber,1938,male,""
323,2017-10-16 07:10:25,2017-10-16 07:15:48,411,E 6 St & Avenue D,40.72228087,-73.97668709,504,1 Ave & E 16 St,40.73221853,-73.98165557,25088,Subscriber,2000,male,""
2202,2016-09-22 19:15:52,2016-09-22 19:52:34,312,Allen St & Stanton St,40.722055,-73.989111,519,Pershing Square North,40.751873,-73.977706,25546,Customer,1997,male,""
497,2016-09-28 12:36:39,2016-09-28 12:44:56,3233,E 48 St & 5 Ave,40.757245679117261,-73.978059142827988,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,18634,Subscriber,1950,male,""
622,2017-04-19 16:53:36,2017-04-19 17:03:58,454,E 51 St & 1 Ave,40.75455731,-73.96592976,517,Pershing Square South,40.751581,-73.97791,15955,Subscriber,1946,male,""
167,2014-06-06 10:37:55,2014-06-06 10:40:42,345,W 13 St & 6 Ave,40.73649403,-73.99704374,168,W 18 St & 6 Ave,40.73971301,-73.99456405,15566,Subscriber,1947,male,""
243,2014-11-12 10:45:32,2014-11-12 10:49:35,212,W 16 St & The High Line,40.74334935,-74.00681753,462,W 22 St & 10 Ave,40.74691959,-74.00451887,15494,Subscriber,1952,female,""
771,2015-10-13 16:49:06,2015-10-13 17:01:57,375,Mercer St & Bleecker St,40.72679454,-73.99695094,470,W 20 St & 8 Ave,40.74345335,-74.00004031,16846,Subscriber,1952,female,""
1014,2015-09-21 07:22:30,2015-09-21 07:39:25,302,Avenue D & E 3 St,40.72082834,-73.97793172,392,Jay St & Tech Pl,40.695065,-73.987167,21977,Subscriber,1997,male,""
706,2018-01-20 06:34:58.459,2018-01-20 06:46:45.406,385,E 55 St & 2 Ave,40.75797322,-73.96603308,461,E 20 St & 2 Ave,40.73587678,-73.98205027,21521,Subscriber,1948,male,""
429,2017-09-12 16:06:25,2017-09-12 16:13:35,253,W 13 St & 5 Ave,40.73543934,-73.99453948,293,Lafayette St & E 8 St,40.730206605299543,-73.991026282310486,18991,Subscriber,1942,male,""
400,2014-08-05 16:59:50,2014-08-05 17:06:30,303,Mercer St & Spring St,40.72362738,-73.99949601,127,Barrow St & Hudson St,40.73172428,-74.00674436,15311,Subscriber,1947,female,""
1322,2015-08-04 18:27:57,2015-08-04 18:50:00,308,St James Pl & Oliver St,40.71307916,-73.99851193,285,Broadway & E 14 St,40.73454567,-73.99074142,18984,Subscriber,1998,male,""
989,2014-03-18 16:42:17,2014-03-18 16:58:46,332,Cherry St,40.71219906,-73.97948148,297,E 15 St & 3 Ave,40.734232,-73.986923,14743,Subscriber,1947,male,""
531,2018-05-03 11:37:10.692,2018-05-03 11:46:02.167,309,Murray St & West St,40.7149787,-74.013012,260,Broad St & Bridge St,40.70365182,-74.01167797,32668,Subscriber,1998,male,""
398,2014-09-02 14:47:17,2014-09-02 14:53:55,484,W 44 St & 5 Ave,40.75500254,-73.98014437,164,E 47 St & 2 Ave,40.75323098,-73.97032517,20999,Subscriber,1942,male,""
244,2018-05-06 18:14:55.623,2018-05-06 18:19:00.219,518,E 39 St & 2 Ave,40.74780373,-73.9734419,528,2 Ave & E 31 St,40.74290902,-73.97706058,20337,Subscriber,1996,male,""
707,2017-08-12 12:41:00,2017-08-12 12:52:47,3427,Lafayette St & Jersey St,40.724305272503322,-73.996009826660156,411,E 6 St & Avenue D,40.72228087,-73.97668709,26435,Subscriber,2001,male,""
345,2016-09-14 20:26:19,2016-09-14 20:32:04,335,Washington Pl & Broadway,40.72903917,-73.99404649,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,21965,Subscriber,1947,male,""
906,2016-08-02 18:04:51,2016-08-02 18:19:58,237,E 11 St & 2 Ave,40.73047309,-73.98672378,502,Henry St & Grand St,40.714215,-73.981346,23380,Subscriber,1952,male,""
889,2014-07-30 12:20:14,2014-07-30 12:35:03,458,11 Ave & W 27 St,40.751396,-74.005226,466,W 25 St & 6 Ave,40.74395411,-73.99144871,20090,Subscriber,1947,male,""
534,2013-10-07 10:02:55,2013-10-07 10:11:49,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,15744,Subscriber,1942,male,""
267,2015-07-26 15:42:46,2015-07-26 15:47:14,385,E 55 St & 2 Ave,40.75797322,-73.96603308,454,E 51 St & 1 Ave,40.75455731,-73.96592976,15580,Subscriber,1942,male,""
1608,2016-05-31 16:41:57,2016-05-31 17:08:46,304,Broadway & Battery Pl,40.70463334,-74.01361706,358,Christopher St & Greenwich St,40.73291553,-74.00711384,16626,Subscriber,1948,female,""
1255,2013-07-09 19:42:50,2013-07-09 20:03:45,518,E 39 St & 2 Ave,40.74780373,-73.9734419,375,Mercer St & Bleecker St,40.72679454,-73.99695094,16408,Subscriber,1947,male,""
302,2017-11-10 17:04:04,2017-11-10 17:09:07,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,483,E 12 St & 3 Ave,40.73223272,-73.98889957,20698,Subscriber,1999,male,""
250,2017-07-01 21:49:07,2017-07-01 21:53:18,174,E 25 St & 1 Ave,40.7381765,-73.97738662,504,1 Ave & E 16 St,40.73221853,-73.98165557,28285,Subscriber,1951,male,""
655,2015-10-08 17:23:43,2015-10-08 17:34:39,525,W 34 St & 11 Ave,40.75594159,-74.0021163,362,Broadway & W 37 St,40.75172632,-73.98753523,17540,Subscriber,1947,male,""
286,2017-12-03 20:41:22,2017-12-03 20:46:09,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.011295735836029,33375,Subscriber,1996,female,""
1936,2016-04-06 09:18:49,2016-04-06 09:51:06,319,Fulton St & Broadway,40.711066,-74.009447,442,W 27 St & 7 Ave,40.746647,-73.993915,21262,Subscriber,1999,male,""
2090,2016-09-07 17:48:56,2016-09-07 18:23:46,518,E 39 St & 2 Ave,40.74780373,-73.9734419,390,Duffield St & Willoughby St,40.69221589,-73.9842844,26497,Subscriber,1951,male,""
657,2015-12-07 19:12:02,2015-12-07 19:22:59,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,3142,1 Ave & E 62 St,40.7612274,-73.96094022,22028,Subscriber,1998,female,""
1044,2014-02-15 11:26:48,2014-02-15 11:44:12,346,Bank St & Hudson St,40.73652889,-74.00618026,476,E 31 St & 3 Ave,40.74394314,-73.97966069,19914,Subscriber,1944,male,""
559,2016-03-18 08:24:54,2016-03-18 08:34:13,325,E 19 St & 3 Ave,40.73624527,-73.98473765,462,W 22 St & 10 Ave,40.74691959,-74.00451887,20622,Subscriber,1997,male,""
417,2017-09-22 22:33:22,2017-09-22 22:40:20,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,407,Henry St & Poplar St,40.700469,-73.991454,30973,Subscriber,2001,male,""
284,2014-07-07 18:48:26,2014-07-07 18:53:10,386,Centre St & Worth St,40.71494807,-74.00234482,417,Barclay St & Church St,40.71291224,-74.01020234,20328,Subscriber,1950,male,""
888,2015-09-15 16:59:26,2015-09-15 17:14:14,128,MacDougal St & Prince St,40.72710258,-74.00297088,470,W 20 St & 8 Ave,40.74345335,-74.00004031,18803,Subscriber,1945,male,""
583,2018-05-15 16:22:42.681,2018-05-15 16:32:26.254,3263,Cooper Square & Astor Pl,40.729514962249489,-73.990752696990967,453,W 22 St & 8 Ave,40.74475148,-73.99915362,28873,Subscriber,1996,male,""
423,2018-03-08 12:45:54.461,2018-03-08 12:52:58.072,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,454,E 51 St & 1 Ave,40.75455731,-73.96592976,30711,Subscriber,1941,female,""
276,2018-03-03 14:59:45.330,2018-03-03 15:04:22.289,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,127,Barrow St & Hudson St,40.73172428,-74.00674436,29564,Subscriber,1997,male,""
352,2013-12-25 11:49:29,2013-12-25 11:55:21,276,Duane St & Greenwich St,40.71748752,-74.0104554,417,Barclay St & Church St,40.71291224,-74.01020234,17471,Subscriber,1949,male,""
282,2017-06-04 19:59:02,2017-06-04 20:03:44,410,Suffolk St & Stanton St,40.72066442,-73.98517977,393,E 5 St & Avenue C,40.72299208,-73.97995466,17948,Subscriber,1952,male,""
1711,2015-08-20 10:39:30,2015-08-20 11:08:02,223,W 13 St & 7 Ave,40.73781509,-73.99994661,268,Howard St & Centre St,40.71910537,-73.99973337,23972,Subscriber,1952,male,""
310,2016-06-27 10:40:55,2016-06-27 10:46:05,3176,W 64 St & West End Ave,40.77452835,-73.98753759,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,19681,Subscriber,1997,female,""
1208,2017-11-14 15:21:10,2017-11-14 15:41:19,3641,Broadway & W 25 St,40.742868773121117,-73.98918628692627,487,E 20 St & FDR Drive,40.73314259,-73.97573881,24987,Subscriber,1939,female,""
857,2017-10-13 18:56:05,2017-10-13 19:10:23,217,Old Fulton St,40.70277159,-73.99383605,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,30869,Subscriber,1998,female,""
635,2013-09-06 05:27:16,2013-09-06 05:37:51,290,2 Ave & E 58 St,40.76020258,-73.96478473,461,E 20 St & 2 Ave,40.73587678,-73.98205027,19608,Subscriber,1948,male,""
444,2015-12-26 21:01:06,2015-12-26 21:08:31,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,382,University Pl & E 14 St,40.73492695,-73.99200509,23389,Subscriber,1950,female,""
219,2017-09-28 14:35:59,2017-09-28 14:39:39,302,Avenue D & E 3 St,40.72082834,-73.97793172,394,E 9 St & Avenue C,40.72521311,-73.97768752,20576,Subscriber,1998,male,""
1208,2014-09-02 13:04:15,2014-09-02 13:24:23,348,W Broadway & Spring St,40.72490985,-74.00154702,442,W 27 St & 7 Ave,40.746647,-73.993915,17648,Subscriber,1949,male,""
179,2017-11-02 11:35:22,2017-11-02 11:38:22,412,Forsyth St & Canal St,40.7158155,-73.99422366,3435,Grand St & Elizabeth St,40.718822,-73.99596,30748,Subscriber,1938,male,""
390,2014-05-13 15:26:19,2014-05-13 15:32:49,504,1 Ave & E 15 St,40.73221853,-73.98165557,487,E 20 St & FDR Drive,40.73314259,-73.97573881,20745,Subscriber,1950,male,""
562,2017-09-05 07:47:15,2017-09-05 07:56:38,507,E 25 St & 2 Ave,40.73912601,-73.97973776,303,Mercer St & Spring St,40.72362738,-73.99949601,27978,Subscriber,1996,male,""
592,2014-10-20 17:34:39,2014-10-20 17:44:31,528,2 Ave & E 31 St,40.74290902,-73.97706058,237,E 11 St & 2 Ave,40.73047309,-73.98672378,17855,Subscriber,1948,male,""
322,2014-11-25 18:10:05,2014-11-25 18:15:27,250,Lafayette St & Jersey St,40.72456089,-73.99565293,294,Washington Square E,40.73049393,-73.9957214,19855,Subscriber,1997,male,""
141,2017-12-15 13:21:30,2017-12-15 13:23:52,3263,Cooper Square & Astor Pl,40.729514962249489,-73.990752696990967,439,E 4 St & 2 Ave,40.7262807,-73.98978041,27031,Subscriber,2000,male,""
360,2015-01-28 19:06:00,2015-01-28 19:12:00,297,E 15 St & 3 Ave,40.734232,-73.986923,461,E 20 St & 2 Ave,40.73587678,-73.98205027,19368,Subscriber,1951,male,""
495,2018-03-11 15:46:45.701,2018-03-11 15:55:01.431,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,33356,Subscriber,1951,female,""
1649,2017-09-16 18:00:13,2017-09-16 18:27:43,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,30656,Customer,1951,female,""
634,2014-10-18 08:33:38,2014-10-18 08:44:12,307,Canal St & Rutgers St,40.71427487,-73.98990025,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,19691,Subscriber,1952,female,""
381,2018-01-31 17:41:59.548,2018-01-31 17:48:21.264,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,514,12 Ave & W 40 St,40.76087502,-74.00277668,31217,Subscriber,1949,unknown,""
939,2015-07-25 09:13:39,2015-07-25 09:29:18,509,9 Ave & W 22 St,40.7454973,-74.00197139,526,E 33 St & 5 Ave,40.74765947,-73.98490707,19360,Subscriber,1951,male,""
1036,2015-05-27 18:22:57,2015-05-27 18:40:14,454,E 51 St & 1 Ave,40.75455731,-73.96592976,423,W 54 St & 9 Ave,40.76584941,-73.98690506,17278,Subscriber,1950,male,""
291,2018-02-02 08:50:36.644,2018-02-02 08:55:28.005,3263,Cooper Square & Astor Pl,40.729514962249489,-73.990752696990967,325,E 19 St & 3 Ave,40.73624527,-73.98473765,30495,Subscriber,1997,male,""
642,2017-06-13 18:49:39,2017-06-13 19:00:21,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,3458,W 55 St & 6 Ave,40.763093872707969,-73.9783501625061,19202,Subscriber,1996,male,""
875,2018-04-10 16:37:19.255,2018-04-10 16:51:54.723,3258,W 27 St & 10 Ave,40.750181563256831,-74.002184271812439,238,Bank St & Washington St,40.7361967,-74.00859207,18688,Subscriber,1938,male,""
2785,2015-10-05 13:06:25,2015-10-05 13:52:50,376,John St & William St,40.70862144,-74.00722156,487,E 20 St & FDR Drive,40.73314259,-73.97573881,16184,Subscriber,1998,female,""
336,2016-05-06 17:01:22,2016-05-06 17:06:59,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3163,Central Park West & W 68 St,40.7734066,-73.97782542,14988,Subscriber,1948,male,""
567,2015-04-19 06:47:18,2015-04-19 06:56:45,332,Cherry St,40.71219906,-73.97948148,265,Stanton St & Chrystie St,40.72229346,-73.99147535,16556,Subscriber,1998,male,""
1081,2013-09-18 13:34:47,2013-09-18 13:52:48,508,W 46 St & 11 Ave,40.76341379,-73.99667444,478,11 Ave & W 41 St,40.76030096,-73.99884222,15473,Subscriber,1950,male,""
683,2017-11-29 13:26:55,2017-11-29 13:38:19,3167,Amsterdam Ave & W 73 St,40.779668090073123,-73.980930447578416,499,Broadway & W 60 St,40.76915505,-73.98191841,17445,Subscriber,1952,male,""
1035,2017-07-10 08:21:33,2017-07-10 08:38:49,418,Front St & Gold St,40.70224,-73.982578,3068,Humboldt St & Varet St,40.7031724,-73.940636,17390,Subscriber,1999,male,""
1279,2017-05-18 09:15:52,2017-05-18 09:37:12,3331,Riverside Dr & W 104 St,40.8013434,-73.9711457439,3139,E 72 St & Park Ave,40.771182875406581,-73.964094221591949,15991,Subscriber,1998,male,""
415,2016-07-01 19:30:12,2016-07-01 19:37:07,265,Stanton St & Chrystie St,40.72229346,-73.99147535,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,25144,Subscriber,1997,female,""
916,2017-10-23 18:36:23,2017-10-23 18:51:40,496,E 16 St & 5 Ave,40.73726186,-73.99238967,495,W 47 St & 10 Ave,40.76269882,-73.99301222,27581,Subscriber,1996,male,""
349,2013-08-26 07:10:58,2013-08-26 07:16:47,315,South St & Gouverneur Ln,40.70355377,-74.00670227,304,Broadway & Battery Pl,40.70463334,-74.01361706,16382,Subscriber,1947,male,""
865,2018-05-20 00:05:05.188,2018-05-20 00:19:30.675,545,E 23 St & 1 Ave,40.736502,-73.97809472,462,W 22 St & 10 Ave,40.74691959,-74.00451887,24961,Subscriber,1999,male,""
557,2017-04-13 06:19:12,2017-04-13 06:28:29,3152,3 Ave & E 71 St,40.76873687,-73.96119945,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,15655,Subscriber,1952,male,""
339,2017-12-05 18:18:53,2017-12-05 18:24:33,301,E 2 St & Avenue B,40.72217444,-73.98368779,229,Great Jones St,40.72743423,-73.99379025,30862,Subscriber,1997,male,""
584,2014-01-29 07:16:16,2014-01-29 07:26:00,492,W 33 St & 7 Ave,40.75019995,-73.99093085,497,E 17 St & Broadway,40.73704984,-73.99009296,16897,Subscriber,1952,male,""
444,2018-05-29 18:28:27.128,2018-05-29 18:35:51.720,350,Clinton St & Grand St,40.71559509,-73.9870295,531,Forsyth St & Broome St,40.71893904,-73.99266288,24862,Subscriber,2001,male,""
649,2017-07-17 15:54:32,2017-07-17 16:05:22,3345,Madison Ave & E 99 St,40.789485415532148,-73.952429294586182,3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,25982,Subscriber,1949,male,""
724,2017-04-20 19:57:01,2017-04-20 20:09:06,251,Mott St & Prince St,40.72317958,-73.99480012,351,Front St & Maiden Ln,40.70530954,-74.00612572,17625,Subscriber,1996,female,""
192,2018-05-30 17:27:43.084,2018-05-30 17:30:55.833,229,Great Jones St,40.72743423,-73.99379025,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,17265,Subscriber,1998,female,""
484,2016-07-18 08:07:04,2016-07-18 08:15:08,442,W 27 St & 7 Ave,40.746647,-73.993915,458,11 Ave & W 27 St,40.751396,-74.005226,16111,Subscriber,1946,male,""
1722,2017-11-22 15:09:00,2017-11-22 15:37:43,72,W 52 St & 11 Ave,40.76727216,-73.99392888,403,E 2 St & 2 Ave,40.72502876,-73.99069656,31028,Subscriber,1997,male,""
3540,2018-04-21 17:52:57.180,2018-04-21 18:51:57.805,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,3533,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,14696,Customer,1999,male,""
653,2016-04-14 07:30:43,2016-04-14 07:41:36,3139,E 72 St & Park Ave,40.771182875406581,-73.964094221591949,3223,E 55 St & 3 Ave,40.758996559605116,-73.968653976917267,19055,Subscriber,1952,female,""
281,2015-10-26 09:00:25,2015-10-26 09:05:07,2008,Little West St & 1 Pl,40.70569254,-74.01677685,415,Pearl St & Hanover Square,40.7047177,-74.00926027,16209,Subscriber,1949,male,""
589,2017-06-07 15:09:56,2017-06-07 15:19:46,405,Washington St & Gansevoort St,40.739323,-74.008119,483,E 12 St & 3 Ave,40.73223272,-73.98889957,25079,Subscriber,1952,male,""
1955,2015-08-15 17:21:49,2015-08-15 17:54:24,3117,Franklin St & Dupont St,40.73564,-73.95866,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,20043,Subscriber,1940,male,""
484,2018-05-15 01:40:02.269,2018-05-15 01:48:06.403,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,3338,2 Ave & E 99 St,40.7862586,-73.94552579,17499,Subscriber,1996,male,""
606,2018-03-27 17:25:01.529,2018-03-27 17:35:07.698,422,W 59 St & 10 Ave,40.770513,-73.988038,479,9 Ave & W 45 St,40.76019252,-73.9912551,33081,Subscriber,1951,male,""
269,2017-04-05 23:18:50,2017-04-05 23:23:19,3260,Mercer St & Bleecker St,40.727063633483063,-73.996621370315538,257,Lispenard St & Broadway,40.71939226,-74.00247214,20147,Subscriber,1996,male,""
250,2017-06-12 17:41:18,2017-06-12 17:45:29,311,Norfolk St & Broome St,40.7172274,-73.98802084,502,Henry St & Grand St,40.714215,-73.981346,25573,Subscriber,1947,female,""
246,2015-10-15 16:34:31,2015-10-15 16:38:37,483,E 12 St & 3 Ave,40.73223272,-73.98889957,335,Washington Pl & Broadway,40.72903917,-73.99404649,22305,Subscriber,1997,male,""
294,2017-09-29 07:59:59,2017-09-29 08:04:53,238,Bank St & Washington St,40.7361967,-74.00859207,368,Carmine St & 6 Ave,40.73038599,-74.00214988,16120,Subscriber,1951,male,""
434,2016-05-19 17:31:44,2016-05-19 17:38:58,444,Broadway & W 24 St,40.7423543,-73.98915076,459,W 20 St & 11 Ave,40.746745,-74.007756,20975,Subscriber,1999,male,""
643,2017-09-16 13:33:08,2017-09-16 13:43:51,2010,Grand St & Greene St,40.72165481,-74.00234737,403,E 2 St & 2 Ave,40.72502876,-73.99069656,19549,Subscriber,1952,female,""
1128,2018-05-11 16:11:32.636,2018-05-11 16:30:20.746,3394,Columbia St & W 9 St,40.6769993,-74.00647134,3397,Court St & Nelson St,40.6763947,-73.99869893,26791,Subscriber,1996,male,""
502,2016-03-16 12:07:58,2016-03-16 12:16:20,486,Broadway & W 29 St,40.7462009,-73.98855723,285,Broadway & E 14 St,40.73454567,-73.99074142,24036,Subscriber,1949,male,""
337,2017-05-14 21:38:55,2017-05-14 21:44:32,472,E 32 St & Park Ave,40.7457121,-73.98194829,297,E 15 St & 3 Ave,40.734232,-73.986923,28463,Subscriber,2000,male,""
123,2017-06-21 17:24:49,2017-06-21 17:26:52,410,Suffolk St & Stanton St,40.72066442,-73.98517977,349,Rivington St & Ridge St,40.71850211,-73.98329859,27999,Subscriber,1997,male,""
350,2017-10-02 21:01:54,2017-10-02 21:07:45,119,Park Ave & St Edwards St,40.69608941,-73.97803415,3429,Hanson Pl & Ashland Pl,40.685068073081773,-73.977907598018632,16725,Subscriber,1943,male,""
6255,2016-05-29 10:26:51,2016-05-29 12:11:06,454,E 51 St & 1 Ave,40.75455731,-73.96592976,441,E 52 St & 2 Ave,40.756014,-73.967416,23269,Subscriber,1946,male,""
226,2018-05-02 06:40:15.744,2018-05-02 06:44:02.322,3354,3 St & Prospect Park West,40.668132,-73.97363831,3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,28521,Subscriber,1943,male,""
