tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,customer_plan
2794,2014-03-13 19:09:28,2014-03-13 19:56:02,447,8 Ave & W 52 St,40.76370739,-73.9851615,363,West Thames St,40.70834698,-74.01713445,16396,Subscriber,1947,male,""
1817,2017-07-30 13:45:35,2017-07-30 14:15:53,531,Forsyth St & Broome St,40.71893904,-73.99266288,418,Front St & Gold St,40.70224,-73.982578,30062,Subscriber,1951,male,""
554,2018-02-26 11:56:28.910,2018-02-26 12:05:43.463,394,E 9 St & Avenue C,40.72521311,-73.97768752,331,Pike St & Monroe St,40.71173107,-73.99193043,21666,Subscriber,1996,male,""
103,2015-12-07 07:45:03,2015-12-07 07:46:46,328,Watts St & Greenwich St,40.72405549,-74.00965965,248,Laight St & Hudson St,40.72185379,-74.00771779,16195,Subscriber,1997,male,""
1097,2016-03-30 16:05:23,2016-03-30 16:23:40,509,9 Ave & W 22 St,40.7454973,-74.00197139,453,W 22 St & 8 Ave,40.74475148,-73.99915362,18602,Subscriber,1952,male,""
1297,2018-04-26 10:15:47.980,2018-04-26 10:37:25.067,332,Cherry St,40.71219906,-73.97948148,363,West Thames St,40.70834698,-74.01713445,29402,Subscriber,1996,male,""
531,2015-10-08 17:24:13,2015-10-08 17:33:04,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,147,Greenwich St & Warren St,40.71542197,-74.01121978,17766,Subscriber,1952,male,""
510,2014-06-11 12:56:54,2014-06-11 13:05:24,545,E 23 St & 1 Ave,40.736502,-73.97809472,472,E 32 St & Park Ave,40.7457121,-73.98194829,21044,Subscriber,1951,male,""
549,2013-08-06 10:30:03,2013-08-06 10:39:12,212,W 16 St & The High Line,40.74334935,-74.00681753,496,E 16 St & 5 Ave,40.73726186,-73.99238967,15064,Subscriber,1950,male,""
661,2017-06-07 09:18:04,2017-06-07 09:29:05,3359,E 68 St & Madison Ave,40.7691572,-73.96703464,3158,W 63 St & Broadway,40.77163851,-73.98261428,27759,Subscriber,1947,male,""
697,2018-05-25 23:57:14.963,2018-05-26 00:08:52.116,412,Forsyth St & Canal St,40.7158155,-73.99422366,3674,Jay St & York St,40.701403172577244,-73.986726701259613,28644,Subscriber,2000,male,""
326,2017-11-12 16:37:27,2017-11-12 16:42:54,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3289,W 90 St & Amsterdam Ave,40.790179480950812,-73.972889184951782,14661,Subscriber,1950,female,""
489,2015-08-14 16:08:16,2015-08-14 16:16:25,173,Broadway & W 49 St,40.76064679,-73.98442659,490,8 Ave & W 33 St,40.751551,-73.993934,16390,Subscriber,1952,male,""
1474,2016-08-22 20:18:26,2016-08-22 20:43:01,297,E 15 St & 3 Ave,40.734232,-73.986923,433,E 13 St & Avenue A,40.72955361,-73.98057249,23232,Subscriber,1997,male,""
181,2016-04-11 08:53:30,2016-04-11 08:56:31,311,Norfolk St & Broome St,40.7172274,-73.98802084,342,Columbia St & Rivington St,40.71739973,-73.98016555,17344,Subscriber,1997,male,""
1805,2016-07-05 21:15:34,2016-07-05 21:45:39,341,Stanton St & Mangin St,40.71782143,-73.97628939,311,Norfolk St & Broome St,40.7172274,-73.98802084,25865,Subscriber,1996,male,""
611,2015-08-26 13:39:09,2015-08-26 13:49:20,444,Broadway & W 24 St,40.7423543,-73.98915076,476,E 31 St & 3 Ave,40.74394314,-73.97966069,17454,Subscriber,1948,female,""
605,2018-02-18 14:19:31.508,2018-02-18 14:29:37.140,265,Stanton St & Chrystie St,40.72229346,-73.99147535,266,Avenue D & E 8 St,40.72368361,-73.97574813,32342,Subscriber,1951,male,""
120,2017-09-10 15:10:37,2017-09-10 15:12:37,3300,Prospect Park West & 8 St,40.66514681533792,-73.976376056671143,3354,3 St & Prospect Park West,40.668132,-73.97363831,28676,Subscriber,2000,male,""
2003,2013-11-15 12:26:13,2013-11-15 12:59:36,453,W 22 St & 8 Ave,40.74475148,-73.99915362,410,Suffolk St & Stanton St,40.72066442,-73.98517977,17720,Subscriber,1940,male,""
226,2016-03-30 17:54:23,2016-03-30 17:58:10,212,W 16 St & The High Line,40.74334935,-74.00681753,459,W 20 St & 11 Ave,40.746745,-74.007756,18605,Subscriber,1944,male,""
1671,2014-08-10 12:04:30,2014-08-10 12:32:21,530,11 Ave & W 59 St,40.771522,-73.990541,530,11 Ave & W 59 St,40.771522,-73.990541,18553,Subscriber,1949,male,""
348,2017-10-03 02:29:24,2017-10-03 02:35:13,229,Great Jones St,40.72743423,-73.99379025,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,26095,Subscriber,1998,male,""
872,2016-09-22 18:24:09,2016-09-22 18:38:42,251,Mott St & Prince St,40.72317958,-73.99480012,345,W 13 St & 6 Ave,40.73649403,-73.99704374,16998,Subscriber,1950,female,""
392,2017-11-21 11:41:12,2017-11-21 11:47:45,355,Bayard St & Baxter St,40.71602118,-73.99974372,146,Hudson St & Reade St,40.71625008,-74.0091059,33232,Subscriber,1949,male,""
329,2018-02-03 21:44:44.985,2018-02-03 21:50:14.637,393,E 5 St & Avenue C,40.72299208,-73.97995466,504,1 Ave & E 16 St,40.73221853,-73.98165557,33170,Subscriber,1997,male,""
3036,2017-05-08 17:53:23,2017-05-08 18:44:00,3354,3 St & Prospect Park West,40.668132,-73.97363831,3423,West Drive & Prospect Park West,40.6610633719006,-73.979452550411224,20844,Subscriber,2000,female,""
993,2017-10-31 22:21:22,2017-10-31 22:37:56,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,433,E 13 St & Avenue A,40.72955361,-73.98057249,27042,Subscriber,1996,female,""
692,2013-08-15 07:25:21,2013-08-15 07:36:53,430,York St & Jay St,40.7014851,-73.98656928,412,Forsyth St & Canal St,40.7158155,-73.99422366,16423,Subscriber,1949,male,""
81,2018-01-17 21:39:38.060,2018-01-17 21:40:59.524,3304,6 Ave & 9 St,40.668127,-73.98377641,3405,5 St & 6 Ave,40.6704836,-73.98208968,17425,Subscriber,2000,male,""
579,2014-07-01 17:09:55,2014-07-01 17:19:34,345,W 13 St & 6 Ave,40.73649403,-73.99704374,375,Mercer St & Bleecker St,40.72679454,-73.99695094,18553,Subscriber,1948,male,""
475,2017-08-21 19:07:15,2017-08-21 19:15:10,348,W Broadway & Spring St,40.72490985,-74.00154702,146,Hudson St & Reade St,40.71625008,-74.0091059,15594,Subscriber,1999,male,""
326,2017-12-05 17:04:02,2017-12-05 17:09:28,317,E 6 St & Avenue B,40.72453734,-73.98185424,229,Great Jones St,40.72743423,-73.99379025,31484,Subscriber,1997,male,""
223,2015-08-19 17:51:10,2015-08-19 17:54:53,394,E 9 St & Avenue C,40.72521311,-73.97768752,411,E 6 St & Avenue D,40.72228087,-73.97668709,17000,Subscriber,1997,female,""
648,2016-02-02 18:33:40,2016-02-02 18:44:29,482,W 15 St & 7 Ave,40.73935542,-73.99931783,348,W Broadway & Spring St,40.72490985,-74.00154702,22584,Subscriber,1998,female,""
2196,2016-03-12 13:15:37,2016-03-12 13:52:14,3168,Central Park West & W 85 St,40.78472675,-73.96961715,238,Bank St & Washington St,40.7361967,-74.00859207,22260,Subscriber,1947,male,""
1537,2016-05-11 09:17:04,2016-05-11 09:42:42,428,E 3 St & 1 Ave,40.72467721,-73.98783413,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,22647,Subscriber,1942,male,""
1751,2015-09-20 13:12:00,2015-09-20 13:41:12,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,285,Broadway & E 14 St,40.73454567,-73.99074142,24098,Subscriber,1997,male,""
453,2013-11-29 09:41:09,2013-11-29 09:48:42,507,E 25 St & 2 Ave,40.73912601,-73.97973776,475,E 16 St & Irving Pl,40.73524276,-73.98758561,18971,Subscriber,1947,male,""
470,2015-03-02 15:52:00,2015-03-02 15:59:00,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,375,Mercer St & Bleecker St,40.72679454,-73.99695094,15602,Subscriber,1944,male,""
772,2016-06-02 16:06:58,2016-06-02 16:19:50,359,E 47 St & Park Ave,40.75510267,-73.97498696,488,W 39 St & 9 Ave,40.75645824,-73.99372222,22315,Subscriber,1952,male,""
523,2016-09-28 18:10:55,2016-09-28 18:19:39,482,W 15 St & 7 Ave,40.73935542,-73.99931783,446,W 24 St & 7 Ave,40.74487634,-73.99529885,22328,Subscriber,1950,male,""
1087,2017-10-01 20:36:03,2017-10-01 20:54:10,349,Rivington St & Ridge St,40.71850211,-73.98329859,455,1 Ave & E 44 St,40.75001986,-73.96905301,20501,Subscriber,1952,male,""
481,2017-04-05 13:40:05,2017-04-05 13:48:06,422,W 59 St & 10 Ave,40.770513,-73.988038,479,9 Ave & W 45 St,40.76019252,-73.9912551,21268,Subscriber,1998,female,""
1033,2013-07-10 17:23:49,2013-07-10 17:41:02,423,W 54 St & 9 Ave,40.76584941,-73.98690506,475,E 16 St & Irving Pl,40.73524276,-73.98758561,17201,Subscriber,1951,male,""
1409,2017-12-06 12:59:32,2017-12-06 13:23:02,3177,W 84 St & Broadway,40.7867947,-73.977112,458,11 Ave & W 27 St,40.751396,-74.005226,17959,Subscriber,1951,male,""
1460,2016-05-20 07:03:39,2016-05-20 07:28:00,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,519,Pershing Square North,40.751873,-73.977706,16353,Subscriber,1948,male,""
1130,2014-12-26 17:26:56,2014-12-26 17:45:46,2010,Grand St & Greene St,40.72165481,-74.00234737,415,Pearl St & Hanover Square,40.7047177,-74.00926027,17505,Subscriber,1950,male,""
262,2017-09-25 21:48:29,2017-09-25 21:52:51,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,347,Greenwich St & W Houston St,40.728846,-74.008591,28768,Subscriber,1997,male,""
741,2018-05-29 16:19:33.579,2018-05-29 16:31:55.058,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,422,W 59 St & 10 Ave,40.770513,-73.988038,16032,Subscriber,2000,male,""
1138,2017-06-04 12:41:48,2017-06-04 13:00:47,3319,14 St & 5 Ave,40.666287,-73.98895053,3407,Union St & Nevins St,40.679097997216843,-73.987654745578766,27135,Subscriber,2000,male,""
527,2017-04-16 13:05:13,2017-04-16 13:14:01,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,435,W 21 St & 6 Ave,40.74173969,-73.99415556,26842,Subscriber,1950,male,""
94,2018-05-04 16:19:48.946,2018-05-04 16:21:23.919,524,W 43 St & 6 Ave,40.75527307,-73.98316936,3466,W 45 St & 6 Ave (OLD),40.756687206031792,-73.982577323913574,17249,Subscriber,1900,male,""
1119,2016-02-18 16:20:10,2016-02-18 16:38:49,3231,E 67 St & Park Ave,40.767800801481322,-73.965920805931091,362,Broadway & W 37 St,40.75172632,-73.98753523,19728,Subscriber,1996,female,""
1404,2015-09-15 09:18:50,2015-09-15 09:42:14,463,9 Ave & W 16 St,40.74206539,-74.00443172,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,23325,Subscriber,1948,male,""
1248,2017-04-01 17:52:40,2017-04-01 18:13:28,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.011295735836029,3258,W 27 St & 10 Ave,40.750181563256831,-74.002184271812439,29115,Subscriber,1946,female,""
724,2015-10-08 14:12:21,2015-10-08 14:24:26,417,Barclay St & Church St,40.71291224,-74.01020234,392,Jay St & Tech Pl,40.695065,-73.987167,23344,Subscriber,1998,male,""
744,2018-04-07 09:51:53.403,2018-04-07 10:04:18.176,478,11 Ave & W 41 St,40.76030096,-73.99884222,212,W 16 St & The High Line,40.74334935,-74.00681753,32589,Customer,1996,male,""
687,2016-09-03 08:51:42,2016-09-03 09:03:10,455,1 Ave & E 44 St,40.75001986,-73.96905301,3141,1 Ave & E 68 St,40.76500525,-73.95818491,22077,Subscriber,1949,female,""
423,2013-08-26 15:44:20,2013-08-26 15:51:23,526,E 33 St & 5 Ave,40.74765947,-73.98490707,444,Broadway & W 24 St,40.7423543,-73.98915076,16651,Subscriber,1949,male,""
392,2014-07-07 14:46:45,2014-07-07 14:53:17,493,W 45 St & 6 Ave,40.7568001,-73.98291153,515,W 43 St & 10 Ave,40.76009437,-73.99461843,15061,Subscriber,1942,male,""
472,2017-09-13 11:13:28,2017-09-13 11:21:20,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,433,E 13 St & Avenue A,40.72955361,-73.98057249,27459,Subscriber,1997,male,""
1195,2016-08-17 15:05:42,2016-08-17 15:25:37,276,Duane St & Greenwich St,40.71748752,-74.0104554,410,Suffolk St & Stanton St,40.72066442,-73.98517977,19187,Subscriber,1996,female,""
2093,2016-09-17 10:22:32,2016-09-17 10:57:25,3168,Central Park West & W 85 St,40.78472675,-73.96961715,212,W 16 St & The High Line,40.74334935,-74.00681753,16160,Subscriber,1948,male,""
347,2017-06-20 01:24:47,2017-06-20 01:30:34,518,E 39 St & 2 Ave,40.74780373,-73.9734419,507,E 25 St & 2 Ave,40.73912601,-73.97973776,26125,Subscriber,1997,female,""
1795,2015-10-11 06:19:46,2015-10-11 06:49:41,2003,1 Ave & E 18 St,40.733812191966315,-73.980544209480286,534,Water - Whitehall Plaza,40.70255065,-74.0127234,24131,Subscriber,1996,female,""
772,2014-08-16 13:00:56,2014-08-16 13:13:48,491,E 24 St & Park Ave S,40.74096374,-73.98602213,375,Mercer St & Bleecker St,40.72679454,-73.99695094,21459,Subscriber,1946,male,""
1595,2016-02-15 00:34:41,2016-02-15 01:01:17,3242,Schermerhorn St & Court St,40.691029256779679,-73.991833627223969,2000,Front St & Washington St,40.70255088,-73.98940236,16360,Subscriber,1997,male,""
477,2017-04-20 08:51:34,2017-04-20 08:59:31,2012,E 27 St & 1 Ave,40.739445,-73.976806,455,1 Ave & E 44 St,40.75001986,-73.96905301,27865,Subscriber,1949,male,""
884,2018-05-30 18:35:17.889,2018-05-30 18:50:02.253,3300,Prospect Park West & 8 St,40.66514681533792,-73.976376056671143,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,17071,Subscriber,1996,male,""
333,2015-11-26 22:45:45,2015-11-26 22:51:19,325,E 19 St & 3 Ave,40.73624527,-73.98473765,403,E 2 St & 2 Ave,40.72502876,-73.99069656,21373,Subscriber,1997,male,""
858,2016-01-06 17:03:43,2016-01-06 17:18:02,127,Barrow St & Hudson St,40.73172428,-74.00674436,3002,South End Ave & Liberty St,40.711512,-74.015756,14663,Subscriber,1948,male,""
1125,2017-05-02 15:12:21,2017-05-02 15:31:06,3235,E 41 St & Madison Ave,40.752165280621966,-73.979921936988816,445,E 10 St & Avenue A,40.72740794,-73.98142006,27299,Subscriber,1996,female,""
1140,2018-03-23 13:58:25.730,2018-03-23 14:17:26.302,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,285,Broadway & E 14 St,40.73454567,-73.99074142,30436,Subscriber,1998,female,""
476,2017-11-02 18:48:10,2017-11-02 18:56:07,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,266,Avenue D & E 8 St,40.72368361,-73.97574813,27703,Subscriber,1996,male,""
786,2016-09-28 17:37:28,2016-09-28 17:50:34,3224,W 13 St & Hudson St,40.73997354103409,-74.005138725042343,444,Broadway & W 24 St,40.7423543,-73.98915076,18412,Subscriber,1996,male,""
563,2015-11-04 08:06:36,2015-11-04 08:16:00,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,527,E 33 St & 2 Ave,40.744023,-73.976056,23690,Subscriber,1949,male,""
726,2015-08-29 16:28:34,2015-08-29 16:40:40,2003,1 Ave & E 18 St,40.733812191966315,-73.980544209480286,435,W 21 St & 6 Ave,40.74173969,-73.99415556,22224,Subscriber,1949,male,""
602,2015-08-14 21:26:19,2015-08-14 21:36:22,476,E 31 St & 3 Ave,40.74394314,-73.97966069,444,Broadway & W 24 St,40.7423543,-73.98915076,17782,Subscriber,1944,male,""
566,2018-02-28 15:38:54.871,2018-02-28 15:48:21.666,3570,35 Ave & 37 St,40.7557327,-73.9236611,3616,Steinway St & 28 Ave,40.7656251,-73.9136695,28150,Subscriber,1998,male,""
217,2018-01-05 06:45:43.344,2018-01-05 06:49:20.934,315,South St & Gouverneur Ln,40.70355377,-74.00670227,534,Water - Whitehall Plaza,40.70255065,-74.0127234,31034,Subscriber,1949,male,""
282,2014-07-16 10:06:59,2014-07-16 10:11:41,331,Pike St & Monroe St,40.71173107,-73.99193043,401,Allen St & Rivington St,40.72019576,-73.98997825,19962,Subscriber,1996,female,""
1616,2013-10-09 16:53:25,2013-10-09 17:20:21,312,Allen St & E Houston St,40.722055,-73.989111,401,Allen St & Rivington St,40.72019576,-73.98997825,15236,Subscriber,1948,male,""
1014,2017-04-08 09:09:48,2017-04-08 09:26:43,505,6 Ave & W 33 St,40.74901271,-73.98848395,449,W 52 St & 9 Ave,40.76461837,-73.98789473,27816,Subscriber,1952,male,""
355,2018-05-08 01:18:51.958,2018-05-08 01:24:47.856,3260,Mercer St & Bleecker St,40.727063633483063,-73.996621370315538,383,Greenwich Ave & Charles St,40.735238,-74.000271,26082,Subscriber,1997,male,""
313,2016-09-15 15:11:31,2016-09-15 15:16:45,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3288,E 88 St & 1 Ave,40.778301,-73.9488134,19252,Subscriber,1998,male,""
552,2013-07-28 00:31:28,2013-07-28 00:40:40,495,W 47 St & 10 Ave,40.76269882,-73.99301222,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,16913,Subscriber,1944,male,""
1196,2017-08-09 22:57:14,2017-08-09 23:17:10,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3048,Putnam Ave & Nostrand Ave,40.68402,-73.94977,29146,Subscriber,1997,male,""
729,2013-12-20 08:23:13,2013-12-20 08:35:22,116,W 17 St & 8 Ave,40.74177603,-74.00149746,472,E 32 St & Park Ave,40.7457121,-73.98194829,21043,Subscriber,1952,male,""
176,2017-09-21 13:48:43,2017-09-21 13:51:40,391,Clark St & Henry St,40.69760127,-73.99344559,392,Jay St & Tech Pl,40.695065,-73.987167,31232,Subscriber,1999,male,""
454,2015-09-11 21:07:50,2015-09-11 21:15:24,483,E 12 St & 3 Ave,40.73223272,-73.98889957,511,E 14 St & Avenue B,40.72938685,-73.97772429,22290,Subscriber,1996,male,""
419,2016-08-09 21:02:55,2016-08-09 21:09:54,3145,E 84 St & Park Ave,40.77862688,-73.95772073,3140,1 Ave & E 78 St,40.77140426,-73.9535166,25388,Subscriber,1952,male,""
674,2013-09-09 18:36:17,2013-09-09 18:47:31,450,W 49 St & 8 Ave,40.76227205,-73.98788205,494,W 26 St & 8 Ave,40.74734825,-73.99723551,16860,Subscriber,1950,male,""
291,2015-10-12 13:50:54,2015-10-12 13:55:46,415,Pearl St & Hanover Square,40.7047177,-74.00926027,195,Liberty St & Broadway,40.70905623,-74.01043382,22825,Subscriber,1950,male,""
1710,2016-09-13 15:21:17,2016-09-13 15:49:48,3002,South End Ave & Liberty St,40.711512,-74.015756,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,26572,Subscriber,1998,male,""
435,2014-08-30 18:39:54,2014-08-30 18:47:09,218,Gallatin Pl & Livingston St,40.69028437,-73.98707105,406,Hicks St & Montague St,40.69512845,-73.99595065,20764,Subscriber,1952,male,""
947,2014-02-10 20:00:17,2014-02-10 20:16:04,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,229,Great Jones St,40.72743423,-73.99379025,17786,Subscriber,1944,male,""
642,2015-08-21 12:21:03,2015-08-21 12:31:46,388,W 26 St & 10 Ave,40.749717753,-74.002950346,477,W 41 St & 8 Ave,40.75640548,-73.9900262,22125,Subscriber,1998,male,""
572,2017-11-27 20:29:57,2017-11-27 20:39:30,517,Pershing Square South,40.751581,-73.97791,529,W 42 St & 8 Ave,40.7575699,-73.99098507,16654,Subscriber,1951,male,""
1753,2015-10-21 10:36:37,2015-10-21 11:05:51,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,146,Hudson St & Reade St,40.71625008,-74.0091059,18529,Subscriber,1950,female,""
619,2015-06-21 13:29:00,2015-06-21 13:39:00,509,9 Ave & W 22 St,40.7454973,-74.00197139,368,Carmine St & 6 Ave,40.73038599,-74.00214988,21352,Subscriber,1952,male,""
553,2017-06-06 09:48:07,2017-06-06 09:57:21,268,Howard St & Centre St,40.71910537,-73.99973337,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,20694,Subscriber,1996,male,""
387,2015-01-08 08:27:00,2015-01-08 08:33:00,328,Watts St & Greenwich St,40.72405549,-74.00965965,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,19521,Subscriber,1952,male,""
917,2018-05-10 18:05:01.139,2018-05-10 18:20:18.948,3335,Union St & 4 Ave,40.6772744,-73.98282002,3348,Coffey St & Conover St,40.677236,-74.015665,33272,Subscriber,1950,male,""
1580,2015-11-24 16:53:59,2015-11-24 17:20:20,355,Bayard St & Baxter St,40.71602118,-73.99974372,517,Pershing Square South,40.751581,-73.97791,19053,Subscriber,1950,male,""
1826,2017-09-15 15:06:11,2017-09-15 15:36:37,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,29405,Subscriber,1997,male,""
1062,2018-02-08 09:33:29.394,2018-02-08 09:51:11.865,279,Peck Slip & Front St,40.707873,-74.00167,345,W 13 St & 6 Ave,40.73649403,-73.99704374,31610,Subscriber,1998,male,""
1154,2015-09-21 07:52:33,2015-09-21 08:11:48,357,E 11 St & Broadway,40.73261787,-73.99158043,417,Barclay St & Church St,40.71291224,-74.01020234,18657,Subscriber,1952,female,""
474,2016-01-15 08:48:52,2016-01-15 08:56:46,345,W 13 St & 6 Ave,40.73649403,-73.99704374,267,Broadway & W 36 St,40.75097711,-73.98765428,15814,Subscriber,1951,male,""
463,2017-07-04 05:42:31,2017-07-04 05:50:15,405,Washington St & Gansevoort St,40.739323,-74.008119,483,E 12 St & 3 Ave,40.73223272,-73.98889957,15641,Subscriber,1996,male,""
796,2013-07-10 14:48:56,2013-07-10 15:02:12,317,E 6 St & Avenue B,40.72453734,-73.98185424,497,E 17 St & Broadway,40.73704984,-73.99009296,20556,Subscriber,1949,male,""
525,2015-09-23 15:52:09,2015-09-23 16:00:55,494,W 26 St & 8 Ave,40.74734825,-73.99723551,540,Lexington Ave & E 29 St,40.743115553764859,-73.982153534889221,22600,Subscriber,1947,male,""
171,2014-09-16 05:59:34,2014-09-16 06:02:25,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,18355,Subscriber,1949,male,""
1179,2016-07-11 16:52:26,2016-07-11 17:12:06,330,Reade St & Broadway,40.71450451,-74.00562789,225,W 14 St & The High Line,40.74195138,-74.00803013,18265,Subscriber,1948,female,""
1794,2013-09-05 19:11:37,2013-09-05 19:41:31,388,W 26 St & 10 Ave,40.749717753,-74.002950346,377,6 Ave & Canal St,40.72243797,-74.00566443,17305,Subscriber,1946,male,""
1074,2015-09-17 10:17:53,2015-09-17 10:35:47,294,Washington Square E,40.73049393,-73.9957214,334,W 20 St & 7 Ave,40.74238787,-73.99726235,23273,Subscriber,1946,male,""
161,2014-06-25 15:05:45,2014-06-25 15:08:26,195,Liberty St & Broadway,40.70905623,-74.01043382,195,Liberty St & Broadway,40.70905623,-74.01043382,18785,Subscriber,1948,female,""
412,2016-06-08 11:08:31,2016-06-08 11:15:23,253,W 13 St & 5 Ave,40.73543934,-73.99453948,238,Bank St & Washington St,40.7361967,-74.00859207,24368,Subscriber,1997,male,""
735,2017-05-12 19:30:42,2017-05-12 19:42:58,350,Clinton St & Grand St,40.71559509,-73.9870295,285,Broadway & E 14 St,40.73454567,-73.99074142,28392,Subscriber,1932,female,""
800,2018-05-24 15:17:56.118,2018-05-24 15:31:16.276,3231,E 67 St & Park Ave,40.767800801481322,-73.965920805931091,3163,Central Park West & W 68 St,40.7734066,-73.97782542,19016,Subscriber,1997,female,""
993,2015-08-07 07:02:20,2015-08-07 07:18:54,263,Elizabeth St & Hester St,40.71729,-73.996375,545,E 23 St & 1 Ave,40.736502,-73.97809472,22152,Subscriber,1996,male,""
509,2015-10-19 17:35:50,2015-10-19 17:44:19,507,E 25 St & 2 Ave,40.73912601,-73.97973776,285,Broadway & E 14 St,40.73454567,-73.99074142,22812,Subscriber,1948,female,""
570,2015-11-27 13:42:04,2015-11-27 13:51:35,3168,Central Park West & W 85 St,40.78472675,-73.96961715,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,14731,Subscriber,1941,female,""
734,2015-10-06 11:47:34,2015-10-06 11:59:48,238,Bank St & Washington St,40.7361967,-74.00859207,497,E 17 St & Broadway,40.73704984,-73.99009296,21108,Subscriber,1952,female,""
421,2018-05-10 15:07:50.958,2018-05-10 15:14:52.715,3438,E 76 St & 3 Ave,40.772248537721744,-73.958421349525452,3369,E 82 St & East End Ave,40.7724607,-73.9468208,33090,Subscriber,1947,male,""
655,2018-05-18 20:23:16.420,2018-05-18 20:34:12.066,453,W 22 St & 8 Ave,40.74475148,-73.99915362,358,Christopher St & Greenwich St,40.73291553,-74.00711384,26648,Subscriber,1937,female,""
298,2018-02-15 08:18:30.430,2018-02-15 08:23:28.685,119,Park Ave & St Edwards St,40.69608941,-73.97803415,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,16500,Subscriber,1998,male,""
252,2014-04-18 14:36:39,2014-04-18 14:40:51,164,E 47 St & 2 Ave,40.75323098,-73.97032517,167,E 39 St & 3 Ave,40.7489006,-73.97604882,15998,Subscriber,1950,male,""
144,2016-02-04 08:02:09,2016-02-04 08:04:33,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,21486,Subscriber,1998,male,""
935,2018-01-31 10:17:31.023,2018-01-31 10:33:06.771,3423,West Drive & Prospect Park West,40.6610633719006,-73.979452550411224,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,21273,Subscriber,1998,male,""
460,2017-10-19 09:09:48,2017-10-19 09:17:29,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,32088,Subscriber,1998,male,""
200,2017-12-14 17:23:15,2017-12-14 17:26:35,238,Bank St & Washington St,40.7361967,-74.00859207,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,31963,Subscriber,1951,male,""
672,2017-07-10 18:27:00,2017-07-10 18:38:12,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.011295735836029,470,W 20 St & 8 Ave,40.74345335,-74.00004031,28835,Subscriber,1997,female,""
1005,2017-05-04 13:54:58,2017-05-04 14:11:44,280,E 10 St & 5 Ave,40.73331967,-73.99510132,79,Franklin St & W Broadway,40.71911552,-74.00666661,19250,Subscriber,1943,male,""
658,2017-04-30 17:38:08,2017-04-30 17:49:06,3282,5 Ave & E 88 St,40.78307,-73.95939,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,21769,Subscriber,1949,male,""
337,2017-11-09 12:03:31,2017-11-09 12:09:08,237,E 11 St & 2 Ave,40.73047309,-73.98672378,229,Great Jones St,40.72743423,-73.99379025,21589,Subscriber,1996,male,""
440,2016-09-23 08:02:30,2016-09-23 08:09:50,2009,Catherine St & Monroe St,40.71117444,-73.99682619,268,Howard St & Centre St,40.71910537,-73.99973337,24284,Subscriber,1947,male,""
998,2014-04-29 06:41:57,2014-04-29 06:58:35,375,Mercer St & Bleecker St,40.72679454,-73.99695094,518,E 39 St & 2 Ave,40.74780373,-73.9734419,16952,Subscriber,1947,male,""
